id,data_visita,idade,genero,tipo_inscricao,tipo_treino,tempo_treino_minutos,calorias_queimadas,horario_check_in,status_presenca,periodo_check_in
1320,2024-07-01,60,Feminino,Anual,Cardio,25,167,16:27:00,Ausente,Tarde
1321,2024-10-12,32,Feminino,Trimestral,HIIT,46,333,05:40:00,Presente,Manhã
1322,2024-01-16,35,Outro,Mensal,Yoga,26,166,17:55:00,Presente,Tarde
1323,2024-08-14,40,Masculino,Anual,Treino de força,111,589,08:38:00,Ausente,Manhã
1324,2024-01-08,63,Feminino,Mensal,CrossFit,96,669,13:48:00,Ausente,Tarde
1325,2024-04-07,41,Outro,Anual,Yoga,98,979,05:46:00,Presente,Manhã
1326,2024-04-23,19,Feminino,Mensal,Cardio,33,329,17:34:00,Ausente,Tarde
1327,2024-12-29,58,Outro,Trimestral,CrossFit,43,226,14:11:00,Ausente,Tarde
1328,2024-06-11,56,Feminino,Mensal,CrossFit,74,414,14:26:00,Ausente,Tarde
1329,2024-07-22,50,Masculino,Mensal,HIIT,48,410,20:15:00,Presente,Noite
1330,2024-05-03,60,Feminino,Mensal,CrossFit,42,390,20:40:00,Presente,Noite
1331,2024-02-13,61,Outro,Anual,Cardio,77,732,12:43:00,Presente,Tarde
1332,2024-04-05,18,Feminino,Anual,Treino de força,47,264,18:32:00,Ausente,Noite
1333,2024-08-13,60,Feminino,Mensal,CrossFit,49,313,12:40:00,Ausente,Tarde
1334,2024-10-15,43,Masculino,Trimestral,Treino de força,20,127,14:28:00,Presente,Tarde
1335,2024-02-25,51,Feminino,Trimestral,Yoga,77,515,19:52:00,Presente,Noite
1336,2024-08-20,33,Feminino,Trimestral,CrossFit,115,1133,07:16:00,Presente,Manhã
1337,2024-10-21,31,Outro,Trimestral,Treino de força,41,276,22:26:00,Ausente,Noite
1338,2024-07-04,18,Masculino,Trimestral,HIIT,72,366,11:22:00,Ausente,Manhã
1339,2024-09-30,29,Masculino,Trimestral,CrossFit,26,201,17:57:00,Ausente,Tarde
1340,2024-06-21,32,Feminino,Trimestral,Treino de força,39,308,11:18:00,Ausente,Manhã
1341,2024-10-20,32,Outro,Trimestral,CrossFit,94,910,12:08:00,Presente,Tarde
1342,2024-09-07,34,Masculino,Mensal,Treino de força,88,811,20:46:00,Ausente,Noite
1343,2024-12-25,35,Masculino,Anual,Cardio,115,582,05:22:00,Ausente,Manhã
1344,2024-09-20,31,Masculino,Trimestral,CrossFit,49,485,14:04:00,Ausente,Tarde
1345,2024-04-11,40,Feminino,Trimestral,HIIT,102,833,10:50:00,Ausente,Manhã
1346,2024-01-31,32,Feminino,Anual,HIIT,37,317,19:31:00,Presente,Noite
1347,2024-08-09,23,Outro,Anual,Yoga,93,837,05:59:00,Ausente,Manhã
1348,2024-09-13,31,Feminino,Mensal,Treino de força,97,882,18:38:00,Ausente,Noite
1349,2024-08-23,60,Feminino,Trimestral,CrossFit,90,887,06:05:00,Presente,Manhã
1350,2024-07-09,65,Masculino,Trimestral,Yoga,62,418,16:24:00,Presente,Tarde
1351,2024-01-24,49,Outro,Mensal,Cardio,103,606,12:01:00,Ausente,Tarde
1352,2024-10-26,57,Outro,Anual,Yoga,91,892,08:21:00,Presente,Manhã
1353,2024-01-26,37,Masculino,Anual,Yoga,82,437,18:00:00,Presente,Noite
1354,2024-01-13,34,Outro,Anual,Yoga,71,490,14:33:00,Ausente,Tarde
1355,2024-11-16,43,Outro,Mensal,Yoga,118,900,06:01:00,Ausente,Manhã
1356,2024-03-15,33,Feminino,Anual,Treino de força,51,351,12:27:00,Ausente,Tarde
1357,2024-07-31,41,Outro,Trimestral,Cardio,59,549,19:24:00,Presente,Noite
1358,2024-05-31,40,Outro,Trimestral,Cardio,39,287,08:59:00,Presente,Manhã
1359,2024-07-28,61,Outro,Anual,Yoga,44,359,16:21:00,Presente,Tarde
1360,2024-02-29,18,Masculino,Mensal,CrossFit,80,406,10:33:00,Presente,Manhã
1361,2024-11-16,35,Masculino,Mensal,HIIT,83,604,21:15:00,Presente,Noite
1362,2024-12-14,52,Masculino,Trimestral,Cardio,68,670,07:55:00,Ausente,Manhã
1363,2024-02-13,64,Feminino,Anual,Yoga,109,787,15:52:00,Presente,Tarde
1364,2024-01-19,31,Outro,Mensal,Cardio,24,132,07:05:00,Presente,Manhã
1365,2024-08-03,21,Masculino,Anual,HIIT,75,509,09:11:00,Ausente,Manhã
1366,2024-06-27,45,Masculino,Anual,Yoga,79,705,15:09:00,Ausente,Tarde
1367,2024-02-03,31,Masculino,Anual,CrossFit,48,453,06:49:00,Ausente,Manhã
1368,2024-04-20,54,Masculino,Anual,CrossFit,88,870,12:51:00,Presente,Tarde
1369,2024-10-30,47,Masculino,Mensal,Treino de força,84,808,22:46:00,Ausente,Noite
1370,2024-04-27,47,Feminino,Mensal,Treino de força,110,651,11:53:00,Presente,Manhã
1371,2024-05-06,54,Outro,Mensal,HIIT,91,455,20:39:00,Presente,Noite
1372,2024-05-15,42,Masculino,Mensal,Treino de força,35,228,12:25:00,Presente,Tarde
1373,2024-09-21,50,Feminino,Anual,Treino de força,51,350,09:53:00,Ausente,Manhã
1374,2024-05-11,28,Outro,Anual,CrossFit,51,313,18:34:00,Presente,Noite
1375,2024-02-24,42,Outro,Trimestral,HIIT,54,382,12:53:00,Ausente,Tarde
1376,2024-09-20,45,Outro,Anual,HIIT,34,229,16:14:00,Presente,Tarde
1377,2024-12-24,24,Feminino,Mensal,CrossFit,21,152,08:15:00,Ausente,Manhã
1378,2024-12-13,40,Outro,Trimestral,HIIT,42,316,18:06:00,Presente,Noite
1379,2024-05-21,64,Masculino,Trimestral,Cardio,46,387,15:25:00,Presente,Tarde
1380,2024-05-12,65,Masculino,Trimestral,HIIT,63,375,11:17:00,Presente,Manhã
1381,2024-03-10,39,Feminino,Mensal,Cardio,31,221,10:44:00,Presente,Manhã
1382,2024-12-19,26,Feminino,Mensal,Yoga,105,734,09:25:00,Ausente,Manhã
1383,2024-10-20,53,Masculino,Mensal,HIIT,32,199,08:16:00,Ausente,Manhã
1384,2024-01-10,22,Outro,Anual,HIIT,79,507,07:52:00,Presente,Manhã
1385,2024-06-26,25,Feminino,Mensal,HIIT,92,502,22:02:00,Ausente,Noite
1386,2024-07-22,54,Masculino,Trimestral,Treino de força,81,493,07:21:00,Ausente,Manhã
1387,2024-06-08,46,Masculino,Mensal,CrossFit,99,628,07:10:00,Ausente,Manhã
1388,2024-06-22,64,Masculino,Anual,HIIT,73,710,06:09:00,Presente,Manhã
1389,2024-10-15,47,Masculino,Mensal,CrossFit,26,254,14:22:00,Ausente,Tarde
1390,2024-02-14,65,Outro,Anual,Cardio,58,296,20:06:00,Ausente,Noite
1391,2024-10-04,27,Masculino,Trimestral,CrossFit,33,238,14:25:00,Presente,Tarde
1392,2024-12-25,60,Masculino,Anual,Treino de força,74,484,08:05:00,Ausente,Manhã
1393,2024-09-30,34,Feminino,Mensal,Treino de força,99,706,22:52:00,Ausente,Noite
1394,2024-07-23,65,Masculino,Anual,HIIT,77,743,06:44:00,Ausente,Manhã
1395,2024-12-06,40,Feminino,Mensal,CrossFit,89,542,21:48:00,Presente,Noite
1396,2024-01-03,37,Outro,Trimestral,Treino de força,33,261,12:45:00,Ausente,Tarde
1397,2024-06-17,44,Masculino,Anual,Cardio,24,186,18:29:00,Ausente,Noite
1398,2024-12-26,32,Feminino,Trimestral,Treino de força,102,871,08:04:00,Presente,Manhã
1399,2024-03-10,36,Outro,Mensal,Treino de força,99,824,15:12:00,Presente,Tarde
1400,2024-12-11,18,Outro,Mensal,HIIT,66,638,18:34:00,Ausente,Noite
1401,2024-10-21,33,Outro,Trimestral,HIIT,94,870,12:40:00,Presente,Tarde
1402,2024-03-25,57,Masculino,Anual,Cardio,60,515,14:33:00,Ausente,Tarde
1403,2024-06-30,42,Masculino,Trimestral,CrossFit,111,622,06:57:00,Ausente,Manhã
1404,2024-01-30,34,Outro,Anual,CrossFit,112,670,11:26:00,Ausente,Manhã
1405,2024-07-08,38,Feminino,Anual,Cardio,24,169,13:27:00,Presente,Tarde
1406,2024-08-11,50,Masculino,Trimestral,Cardio,51,292,14:07:00,Ausente,Tarde
1407,2024-09-04,49,Masculino,Mensal,Cardio,74,402,05:26:00,Ausente,Manhã
1408,2024-11-03,54,Outro,Anual,HIIT,99,922,11:37:00,Presente,Manhã
1409,2024-08-02,36,Masculino,Mensal,HIIT,83,451,17:15:00,Presente,Tarde
1410,2024-08-09,65,Feminino,Anual,CrossFit,73,412,14:29:00,Presente,Tarde
1411,2024-02-08,37,Masculino,Mensal,Treino de força,61,546,10:44:00,Presente,Manhã
1412,2024-04-17,49,Outro,Mensal,Treino de força,111,623,19:02:00,Presente,Noite
1413,2024-02-24,48,Feminino,Mensal,Treino de força,65,491,07:18:00,Ausente,Manhã
1414,2024-01-09,48,Masculino,Mensal,Cardio,119,1111,22:36:00,Ausente,Noite
1415,2024-08-26,23,Feminino,Mensal,CrossFit,60,374,16:42:00,Presente,Tarde
1416,2024-11-18,44,Feminino,Anual,HIIT,65,633,21:25:00,Ausente,Noite
1417,2024-08-26,41,Feminino,Mensal,Yoga,50,272,08:26:00,Ausente,Manhã
1418,2024-03-16,56,Masculino,Trimestral,CrossFit,95,725,13:57:00,Ausente,Tarde
1419,2024-05-24,46,Outro,Mensal,HIIT,91,804,05:19:00,Ausente,Manhã
1420,2024-08-03,23,Outro,Mensal,Cardio,70,638,21:18:00,Presente,Noite
1421,2024-12-04,39,Outro,Mensal,Treino de força,83,790,09:22:00,Presente,Manhã
1422,2024-01-20,25,Feminino,Mensal,Yoga,110,933,08:29:00,Presente,Manhã
1423,2024-06-29,54,Outro,Mensal,HIIT,52,405,21:22:00,Presente,Noite
1424,2024-12-26,28,Feminino,Trimestral,Cardio,83,514,13:32:00,Ausente,Tarde
1425,2024-02-12,52,Feminino,Mensal,Treino de força,71,427,09:45:00,Ausente,Manhã
1426,2024-08-09,20,Outro,Anual,Yoga,85,646,06:24:00,Ausente,Manhã
1427,2024-03-03,32,Outro,Trimestral,Yoga,41,244,08:38:00,Presente,Manhã
1428,2024-11-23,20,Outro,Trimestral,Treino de força,107,1069,14:04:00,Ausente,Tarde
1429,2024-10-30,39,Outro,Mensal,CrossFit,98,680,21:18:00,Ausente,Noite
1430,2024-08-16,57,Outro,Anual,CrossFit,93,601,05:14:00,Presente,Manhã
1431,2024-12-08,46,Masculino,Trimestral,CrossFit,98,492,21:20:00,Presente,Noite
1432,2024-03-30,54,Masculino,Anual,Cardio,87,804,13:58:00,Presente,Tarde
1433,2024-06-29,41,Feminino,Anual,HIIT,73,526,19:28:00,Presente,Noite
1434,2024-05-31,51,Outro,Trimestral,Treino de força,84,536,16:41:00,Ausente,Tarde
1435,2024-10-29,45,Outro,Mensal,Yoga,83,420,05:14:00,Presente,Manhã
1436,2024-01-20,29,Outro,Mensal,Yoga,81,529,17:19:00,Presente,Tarde
1437,2024-12-18,20,Feminino,Anual,CrossFit,71,538,12:25:00,Presente,Tarde
1438,2024-11-01,58,Feminino,Anual,Yoga,25,182,15:52:00,Presente,Tarde
1439,2024-03-21,19,Feminino,Trimestral,Yoga,86,654,15:13:00,Ausente,Tarde
1440,2024-05-30,60,Outro,Mensal,CrossFit,110,632,12:47:00,Presente,Tarde
1441,2024-09-22,62,Outro,Trimestral,CrossFit,94,661,09:54:00,Ausente,Manhã
1442,2024-03-15,41,Feminino,Mensal,Cardio,38,350,15:20:00,Presente,Tarde
1443,2024-01-29,56,Masculino,Mensal,HIIT,33,211,22:55:00,Ausente,Noite
1444,2024-12-08,23,Feminino,Mensal,CrossFit,118,1127,18:28:00,Ausente,Noite
1445,2024-07-21,46,Feminino,Trimestral,Cardio,54,515,05:40:00,Presente,Manhã
1446,2024-10-05,60,Masculino,Anual,HIIT,76,412,21:27:00,Presente,Noite
1447,2024-08-20,59,Feminino,Mensal,HIIT,47,258,14:10:00,Ausente,Tarde
1448,2024-12-21,20,Outro,Mensal,Cardio,31,164,17:33:00,Ausente,Tarde
1449,2024-07-10,22,Outro,Mensal,CrossFit,109,705,06:11:00,Ausente,Manhã
1450,2024-08-05,34,Outro,Anual,Cardio,30,192,19:12:00,Ausente,Noite
1451,2024-12-22,39,Outro,Mensal,Treino de força,33,296,19:41:00,Presente,Noite
1452,2024-08-05,58,Outro,Mensal,Treino de força,23,219,20:27:00,Ausente,Noite
1453,2024-03-26,61,Outro,Mensal,Cardio,58,438,18:59:00,Ausente,Noite
1454,2024-08-17,28,Outro,Anual,Yoga,118,600,17:37:00,Ausente,Tarde
1455,2024-11-30,36,Feminino,Anual,Treino de força,38,200,09:52:00,Presente,Manhã
1456,2024-10-20,44,Feminino,Mensal,Cardio,68,547,19:43:00,Presente,Noite
1457,2024-06-26,36,Masculino,Anual,CrossFit,29,179,21:20:00,Presente,Noite
1458,2024-08-05,32,Masculino,Mensal,CrossFit,61,430,19:42:00,Ausente,Noite
1459,2024-05-29,47,Feminino,Anual,Treino de força,65,617,09:52:00,Presente,Manhã
1460,2024-12-11,64,Masculino,Mensal,Cardio,114,1135,15:47:00,Ausente,Tarde
1461,2024-09-16,18,Outro,Anual,CrossFit,26,242,18:39:00,Presente,Noite
1462,2024-01-25,52,Masculino,Trimestral,Yoga,117,1093,09:58:00,Ausente,Manhã
1463,2024-04-21,38,Outro,Anual,CrossFit,97,569,07:54:00,Presente,Manhã
1464,2024-08-19,49,Masculino,Trimestral,Cardio,39,281,19:41:00,Presente,Noite
1465,2024-04-28,30,Masculino,Anual,Yoga,111,1091,20:28:00,Ausente,Noite
1466,2024-06-26,52,Masculino,Trimestral,Treino de força,59,312,08:30:00,Ausente,Manhã
1467,2024-02-16,22,Outro,Trimestral,CrossFit,74,731,16:42:00,Presente,Tarde
1468,2024-08-07,36,Feminino,Trimestral,HIIT,110,895,11:22:00,Ausente,Manhã
1469,2024-10-11,45,Feminino,Trimestral,Cardio,106,547,07:22:00,Presente,Manhã
1470,2024-08-06,33,Outro,Mensal,Treino de força,102,663,10:45:00,Ausente,Manhã
1471,2024-07-12,41,Masculino,Mensal,Yoga,113,709,18:12:00,Presente,Noite
1472,2024-09-17,57,Outro,Mensal,Cardio,54,391,17:54:00,Presente,Tarde
1473,2024-11-10,49,Feminino,Anual,Cardio,113,791,09:53:00,Ausente,Manhã
1474,2024-03-18,61,Outro,Anual,Yoga,89,554,12:04:00,Ausente,Tarde
1475,2024-06-10,65,Masculino,Trimestral,HIIT,109,1069,17:19:00,Presente,Tarde
1476,2024-11-17,60,Masculino,Mensal,Treino de força,74,557,09:21:00,Ausente,Manhã
1477,2024-12-20,35,Masculino,Anual,Yoga,53,336,06:05:00,Presente,Manhã
1478,2024-07-10,49,Outro,Trimestral,Treino de força,100,986,18:32:00,Ausente,Noite
1479,2024-06-24,42,Feminino,Anual,CrossFit,45,418,08:55:00,Ausente,Manhã
1480,2024-11-15,42,Outro,Anual,Treino de força,111,563,05:39:00,Presente,Manhã
1481,2024-03-18,44,Outro,Trimestral,Cardio,98,928,11:40:00,Presente,Manhã
1482,2024-04-29,27,Masculino,Trimestral,Treino de força,118,675,20:16:00,Ausente,Noite
1483,2024-11-06,62,Outro,Anual,Yoga,103,542,10:53:00,Presente,Manhã
1484,2024-02-05,51,Feminino,Mensal,Treino de força,44,241,15:32:00,Ausente,Tarde
1485,2024-06-08,39,Outro,Anual,Cardio,74,487,12:59:00,Ausente,Tarde
1486,2024-01-16,58,Masculino,Anual,Treino de força,66,545,11:53:00,Presente,Manhã
1487,2024-10-16,23,Masculino,Mensal,Cardio,85,564,18:43:00,Presente,Noite
1488,2024-09-04,53,Feminino,Trimestral,Cardio,64,433,06:16:00,Ausente,Manhã
1489,2024-08-03,47,Feminino,Anual,Yoga,59,436,13:30:00,Presente,Tarde
1490,2024-05-29,30,Masculino,Trimestral,Cardio,58,506,18:44:00,Ausente,Noite
1491,2024-08-02,46,Masculino,Trimestral,HIIT,116,959,21:16:00,Ausente,Noite
1492,2024-03-18,53,Masculino,Trimestral,HIIT,20,120,15:51:00,Ausente,Tarde
1493,2024-11-11,53,Feminino,Mensal,HIIT,98,859,06:57:00,Ausente,Manhã
1494,2024-05-13,58,Masculino,Mensal,CrossFit,96,576,09:55:00,Presente,Manhã
1495,2024-03-15,22,Masculino,Mensal,HIIT,37,219,11:51:00,Presente,Manhã
1496,2024-02-27,52,Masculino,Anual,Treino de força,56,520,10:20:00,Ausente,Manhã
1497,2024-09-21,65,Outro,Mensal,Treino de força,64,382,20:20:00,Presente,Noite
1498,2024-01-12,37,Outro,Anual,HIIT,71,506,10:06:00,Presente,Manhã
1499,2024-07-03,42,Masculino,Anual,Cardio,59,434,07:58:00,Presente,Manhã
1500,2024-10-08,18,Feminino,Anual,Yoga,27,248,15:26:00,Presente,Tarde
1501,2024-01-16,64,Outro,Trimestral,CrossFit,31,187,22:07:00,Ausente,Noite
1502,2024-10-02,25,Masculino,Anual,HIIT,32,185,14:43:00,Presente,Tarde
1503,2024-05-22,30,Masculino,Mensal,Cardio,53,523,06:52:00,Presente,Manhã
1504,2024-03-16,28,Outro,Anual,Cardio,87,839,11:38:00,Presente,Manhã
1505,2024-02-08,58,Feminino,Anual,Treino de força,43,339,16:14:00,Presente,Tarde
1506,2024-06-21,63,Outro,Mensal,CrossFit,120,865,12:22:00,Presente,Tarde
1507,2024-02-01,37,Outro,Mensal,Cardio,98,761,18:22:00,Ausente,Noite
1508,2024-08-11,28,Outro,Trimestral,Yoga,45,241,12:04:00,Presente,Tarde
1509,2024-09-28,52,Outro,Anual,Yoga,101,929,08:08:00,Presente,Manhã
1510,2024-04-24,52,Outro,Anual,CrossFit,67,528,17:55:00,Ausente,Tarde
1511,2024-02-17,39,Outro,Trimestral,Cardio,30,285,12:09:00,Presente,Tarde
1512,2024-08-05,63,Outro,Trimestral,Cardio,95,628,15:21:00,Presente,Tarde
1513,2024-12-09,37,Outro,Trimestral,Treino de força,39,270,05:55:00,Presente,Manhã
1514,2024-08-04,49,Outro,Trimestral,HIIT,53,406,16:34:00,Presente,Tarde
1515,2024-04-28,29,Feminino,Anual,CrossFit,93,521,12:03:00,Presente,Tarde
1516,2024-07-17,61,Masculino,Mensal,Cardio,81,460,16:42:00,Ausente,Tarde
1517,2024-01-10,26,Masculino,Anual,CrossFit,26,173,16:00:00,Presente,Tarde
1518,2024-04-02,44,Feminino,Trimestral,CrossFit,71,620,08:37:00,Ausente,Manhã
1519,2024-09-10,62,Outro,Trimestral,HIIT,109,576,22:35:00,Presente,Noite
1520,2024-02-22,31,Feminino,Anual,Cardio,53,437,11:20:00,Ausente,Manhã
1521,2024-05-29,50,Outro,Anual,Yoga,50,270,12:48:00,Presente,Tarde
1522,2024-12-30,63,Masculino,Anual,CrossFit,89,878,12:37:00,Ausente,Tarde
1523,2024-05-23,42,Feminino,Mensal,CrossFit,90,892,10:39:00,Ausente,Manhã
1524,2024-06-16,55,Masculino,Mensal,Cardio,36,234,08:48:00,Presente,Manhã
1525,2024-08-03,49,Outro,Anual,Treino de força,58,467,13:41:00,Presente,Tarde
1526,2024-12-04,24,Feminino,Mensal,Treino de força,87,676,07:02:00,Presente,Manhã
1527,2024-03-19,42,Feminino,Anual,Treino de força,47,302,14:44:00,Presente,Tarde
1528,2024-11-29,63,Feminino,Anual,Cardio,30,285,12:57:00,Ausente,Tarde
1529,2024-12-05,51,Outro,Mensal,Cardio,79,568,09:26:00,Ausente,Manhã
1530,2024-11-06,42,Outro,Mensal,Treino de força,23,164,09:11:00,Ausente,Manhã
1531,2024-02-11,24,Outro,Anual,HIIT,24,187,09:20:00,Presente,Manhã
1532,2024-02-20,55,Outro,Anual,Treino de força,26,249,06:05:00,Presente,Manhã
1533,2024-04-19,59,Outro,Mensal,CrossFit,34,291,07:59:00,Presente,Manhã
1534,2024-12-23,20,Outro,Trimestral,HIIT,52,428,18:28:00,Ausente,Noite
1535,2024-02-07,38,Masculino,Trimestral,HIIT,77,769,07:16:00,Ausente,Manhã
1536,2024-08-05,62,Masculino,Mensal,CrossFit,36,189,06:15:00,Ausente,Manhã
1537,2024-07-22,22,Outro,Mensal,CrossFit,70,535,19:54:00,Presente,Noite
1538,2024-05-02,60,Outro,Trimestral,CrossFit,69,644,17:02:00,Ausente,Tarde
1539,2024-04-30,21,Outro,Trimestral,Treino de força,81,550,19:09:00,Ausente,Noite
1540,2024-11-24,47,Outro,Trimestral,Cardio,27,211,19:18:00,Presente,Noite
1541,2024-01-19,44,Feminino,Trimestral,Treino de força,65,550,16:55:00,Ausente,Tarde
1542,2024-04-08,65,Masculino,Mensal,HIIT,38,273,05:32:00,Presente,Manhã
1543,2024-11-03,20,Feminino,Mensal,Treino de força,42,379,11:07:00,Ausente,Manhã
1544,2024-12-03,37,Outro,Mensal,HIIT,68,599,22:25:00,Ausente,Noite
1545,2024-12-02,19,Feminino,Mensal,Cardio,38,311,13:31:00,Ausente,Tarde
1546,2024-04-21,49,Outro,Trimestral,Cardio,108,695,08:44:00,Presente,Manhã
1547,2024-04-03,21,Outro,Anual,Treino de força,67,398,16:19:00,Presente,Tarde
1548,2024-03-19,37,Masculino,Anual,Yoga,87,615,14:18:00,Presente,Tarde
1549,2024-09-20,41,Outro,Anual,Yoga,120,931,08:20:00,Ausente,Manhã
1550,2024-05-24,55,Masculino,Mensal,Yoga,81,424,19:57:00,Presente,Noite
1551,2024-06-21,27,Outro,Anual,Cardio,23,193,16:38:00,Presente,Tarde
1552,2024-09-10,59,Masculino,Trimestral,Cardio,107,625,10:17:00,Ausente,Manhã
1553,2024-09-06,45,Feminino,Anual,Cardio,118,1070,21:12:00,Ausente,Noite
1554,2024-07-22,20,Outro,Trimestral,Yoga,84,805,06:16:00,Presente,Manhã
1555,2024-06-28,48,Feminino,Trimestral,Cardio,95,636,14:25:00,Ausente,Tarde
1556,2024-03-04,20,Feminino,Anual,CrossFit,33,252,12:34:00,Presente,Tarde
1557,2024-09-15,19,Outro,Anual,HIIT,57,568,13:22:00,Presente,Tarde
1558,2024-09-28,56,Masculino,Anual,Treino de força,58,358,17:43:00,Ausente,Tarde
1559,2024-01-26,50,Masculino,Trimestral,Treino de força,70,611,09:53:00,Ausente,Manhã
1560,2024-01-05,50,Masculino,Trimestral,Treino de força,31,210,20:23:00,Presente,Noite
1561,2024-01-26,30,Outro,Mensal,HIIT,89,707,09:53:00,Presente,Manhã
1562,2024-07-19,57,Masculino,Trimestral,Treino de força,60,337,22:21:00,Ausente,Noite
1563,2024-07-06,41,Masculino,Trimestral,CrossFit,62,602,11:57:00,Ausente,Manhã
1564,2024-05-04,48,Feminino,Anual,Yoga,28,245,13:30:00,Presente,Tarde
1565,2024-10-30,59,Outro,Mensal,Cardio,62,446,11:26:00,Presente,Manhã
1566,2024-07-13,56,Masculino,Anual,Treino de força,102,788,12:34:00,Presente,Tarde
1567,2024-09-14,18,Feminino,Mensal,HIIT,55,479,12:45:00,Presente,Tarde
1568,2024-08-30,25,Outro,Trimestral,Treino de força,88,467,09:07:00,Presente,Manhã
1569,2024-03-18,64,Outro,Mensal,Treino de força,30,176,08:17:00,Ausente,Manhã
1570,2024-02-14,65,Outro,Anual,Cardio,49,305,18:02:00,Ausente,Noite
1571,2024-02-11,62,Masculino,Mensal,Treino de força,43,276,08:50:00,Presente,Manhã
1572,2024-01-13,20,Outro,Anual,CrossFit,75,678,09:00:00,Presente,Manhã
1573,2024-07-02,19,Outro,Mensal,Cardio,54,402,15:17:00,Presente,Tarde
1574,2024-10-02,57,Outro,Anual,HIIT,119,806,16:26:00,Ausente,Tarde
1575,2024-09-06,42,Outro,Mensal,CrossFit,53,414,20:10:00,Ausente,Noite
1576,2024-09-14,43,Masculino,Trimestral,Cardio,81,581,07:37:00,Ausente,Manhã
1577,2024-09-10,37,Feminino,Mensal,Treino de força,101,565,22:27:00,Ausente,Noite
1578,2024-01-04,39,Feminino,Mensal,CrossFit,101,730,10:21:00,Presente,Manhã
1579,2024-09-11,18,Masculino,Mensal,CrossFit,83,567,07:17:00,Presente,Manhã
1580,2024-02-11,65,Feminino,Trimestral,Cardio,91,896,14:17:00,Ausente,Tarde
1581,2024-07-03,40,Feminino,Mensal,Yoga,40,307,14:02:00,Presente,Tarde
1582,2024-10-29,61,Feminino,Mensal,CrossFit,28,140,12:37:00,Ausente,Tarde
1583,2024-12-03,45,Masculino,Trimestral,HIIT,70,538,07:44:00,Presente,Manhã
1584,2024-04-20,21,Outro,Anual,Treino de força,27,225,16:21:00,Ausente,Tarde
1585,2024-07-05,61,Feminino,Anual,CrossFit,61,349,05:45:00,Presente,Manhã
1586,2024-09-08,35,Feminino,Trimestral,Cardio,59,422,08:03:00,Presente,Manhã
1587,2024-03-11,37,Feminino,Anual,HIIT,44,404,05:21:00,Presente,Manhã
1588,2024-12-22,37,Masculino,Trimestral,HIIT,66,586,19:54:00,Presente,Noite
1589,2024-06-23,37,Masculino,Trimestral,Cardio,96,791,11:12:00,Presente,Manhã
1590,2024-06-15,47,Masculino,Trimestral,HIIT,97,934,17:37:00,Ausente,Tarde
1591,2024-12-25,24,Masculino,Anual,CrossFit,104,548,15:38:00,Ausente,Tarde
1592,2024-05-24,33,Outro,Anual,HIIT,38,284,08:20:00,Ausente,Manhã
1593,2024-03-29,32,Masculino,Anual,Cardio,86,738,14:59:00,Ausente,Tarde
1594,2024-02-24,33,Outro,Trimestral,HIIT,82,557,05:32:00,Ausente,Manhã
1595,2024-05-15,23,Feminino,Anual,Cardio,109,660,20:25:00,Ausente,Noite
1596,2024-09-12,47,Outro,Mensal,Treino de força,99,512,21:09:00,Presente,Noite
1597,2024-12-20,23,Feminino,Trimestral,Cardio,37,245,11:05:00,Ausente,Manhã
1598,2024-09-13,65,Outro,Anual,HIIT,115,771,20:58:00,Presente,Noite
1599,2024-08-21,37,Outro,Mensal,Treino de força,59,387,11:08:00,Ausente,Manhã
1600,2024-04-23,44,Outro,Anual,CrossFit,38,362,09:21:00,Ausente,Manhã
1601,2024-12-16,45,Feminino,Mensal,Yoga,51,503,10:25:00,Ausente,Manhã
1602,2024-05-06,60,Feminino,Trimestral,Cardio,23,209,05:53:00,Ausente,Manhã
1603,2024-01-25,43,Masculino,Mensal,Treino de força,107,667,15:13:00,Presente,Tarde
1604,2024-07-03,55,Feminino,Anual,CrossFit,24,233,05:21:00,Ausente,Manhã
1605,2024-01-14,34,Outro,Trimestral,CrossFit,69,506,08:07:00,Ausente,Manhã
1606,2024-01-16,28,Outro,Anual,Treino de força,58,350,10:55:00,Ausente,Manhã
1607,2024-09-21,19,Feminino,Anual,Yoga,23,164,11:24:00,Presente,Manhã
1608,2024-11-26,20,Masculino,Mensal,Yoga,56,326,15:06:00,Ausente,Tarde
1609,2024-01-24,33,Outro,Anual,Yoga,97,920,16:09:00,Ausente,Tarde
1610,2024-12-03,33,Feminino,Trimestral,CrossFit,108,887,19:52:00,Ausente,Noite
1611,2024-08-26,57,Feminino,Mensal,Yoga,92,742,13:34:00,Presente,Tarde
1612,2024-06-16,64,Masculino,Trimestral,Treino de força,99,702,21:22:00,Presente,Noite
1613,2024-06-12,52,Outro,Trimestral,CrossFit,57,490,05:19:00,Presente,Manhã
1614,2024-09-08,32,Masculino,Anual,Yoga,26,191,09:02:00,Ausente,Manhã
1615,2024-03-21,37,Outro,Trimestral,CrossFit,45,287,09:13:00,Ausente,Manhã
1616,2024-02-25,59,Masculino,Mensal,CrossFit,58,366,12:26:00,Ausente,Tarde
1617,2024-08-26,18,Masculino,Trimestral,Treino de força,100,559,16:10:00,Presente,Tarde
1618,2024-02-27,40,Outro,Mensal,Yoga,35,242,07:21:00,Ausente,Manhã
1619,2024-09-15,29,Feminino,Trimestral,CrossFit,20,165,10:36:00,Ausente,Manhã
